asset,owner,decision,target,risk,status,rationale
data/knowledge/thermoforming_industry_20260302_214507.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214532.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214600.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214620.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214645.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214715.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214741.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214808.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214835.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214856.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_214937.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215000.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215024.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215050.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215130.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215153.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215219.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215236.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215259.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215317.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215335.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215359.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215423.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215449.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215510.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215533.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215601.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215624.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215649.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215712.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215732.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215756.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215818.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215847.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215907.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215925.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_215947.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220007.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220028.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220053.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220115.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220136.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220159.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220222.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220245.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220309.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220329.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220353.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220418.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220449.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220512.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220537.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/thermoforming_industry_20260302_220557.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/transformations.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/user_style_20260228_131847.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/user_style_20260228_135659.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/verification_log.jsonl,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/verified_sales_cycles.md,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/warranty_20260302_140335.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/zenkai_log.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/mem0_storage/.gitkeep,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/mem0_storage/episodes.json,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/mem0_storage/migration_log.json,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/mem0_storage/procedures.json,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/mem0_storage/relationships.json,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/nemesis/dashboard.html,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/nemesis/nemesis.db,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/nemesis/nemesis.db-shm,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/nemesis/nemesis.db-wal,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/nemesis/training_guidance.json,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/takeout_ingest/takeout_ingest.py,data_governance,review,data lifecycle policy,medium,pending,Data asset requires classification before runtime use.
data/themis/skill_matrix.csv,themis,move_external,encrypted HR storage,high,pending,HR/payroll artifacts require stricter access controls.
data/themis/skill_matrix.xlsx,themis,move_external,encrypted HR storage,high,pending,HR/payroll artifacts require stricter access controls.
legacy_pipelines/README.md,platform,archive,docs/archive/legacy-v2,high,pending,Monolithic legacy pipeline; v3 pipeline/pantheon already supersede it.
legacy_pipelines/deep_research_pipeline.py,platform,archive,docs/archive/legacy-v2,high,pending,Monolithic legacy pipeline; v3 pipeline/pantheon already supersede it.
legacy_pipelines/feedback_processing_pipeline.py,platform,archive,docs/archive/legacy-v2,high,pending,Monolithic legacy pipeline; v3 pipeline/pantheon already supersede it.
legacy_pipelines/ira_pipeline_orchestrator.py,platform,archive,docs/archive/legacy-v2,high,pending,Monolithic legacy pipeline; v3 pipeline/pantheon already supersede it.
legacy_pipelines/query_analysis_pipeline.py,platform,archive,docs/archive/legacy-v2,high,pending,Monolithic legacy pipeline; v3 pipeline/pantheon already supersede it.
one_off_scripts/.DS_Store,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/ingest/ingest_4_axis_cnc_router.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_am_p_5060_quotation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_am_p_6050_double_pitch.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_am_series_manual.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_am_v_5060_quotation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_anatomic_sitt_pf1_quote.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_ascent_mobility.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_bom_costing_analysis.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_car_mats_study.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_clients_mc_europe.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_complete_applications_list.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_customer_orders.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_dezet_eu_story.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_diamond_mine_leads.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_doc.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_etd_conferences.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_europe_market_data.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_europe_sales_memo.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_european_machine_sales.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_european_sales_training.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_fcs_6070_4s_quotation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_fcs_operating_manual.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_fcs_roi.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_formpack_presentations.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_frimo_vacuum_lamination.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_group_presentation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_heavy_gauge_presentation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_img_1350_spec_sheet.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_india_cv_market.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_india_rigid_packaging_market.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_ir_heating_system.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_japan_pf1x_pricing.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_k2016_exhibition.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_k2022_meetings.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_k2025_leads.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_llm_thermoforming_prospects.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_machine_comparison.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_machinecraft_customer_list.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_machinecraft_org_structure.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_market_analysis_report.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_maruti_img_case_study.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_mc_europe_customers.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_motherson_phillips_spm.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_motherson_rfq01_quote.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_netherlands_reference_update.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_north_america_market_analysis.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_1015_all_options.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_4022_manual.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_c_3020_quotation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_manual_batelaan.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_process_animation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pf1_r_0707_quotation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_pinnacle_machine_comparison.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_plastindia_2023_leads.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_plastindia_price_list.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_porta_toilet_sa_project.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_proflex_machine_options.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_quotes2.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_roll_feeder_pf1.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_rt5a_router_quote.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_rushabh_communication_style.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_rushabh_linkedin_posts.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_sales_cycle_analysis.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_sales_flow_training.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_sales_playbook.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_spe_agri_equipment.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_thermoforming_vs_alternatives.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_throne_thermoforming_book.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_vehicle_thermoforming.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_walterpack_pf1_quote.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_wellpet_fcs_quote.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/ingest/ingest_xxl_presentation.py,data_platform,productize,src/ira/interfaces + src/ira/brain ingestion jobs,medium,pending,Useful adapter patterns; consolidate under governed ingestion framework.
one_off_scripts/migrate/migrate_memories_to_voyage.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/migrate/migrate_postgres_to_mem0.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/migrate/migrate_to_mem0.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/migrate/migrate_to_neo4j.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/migrate/migrate_to_voyage.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/analyze_sales_cycles.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/clean_competitor_data.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/consolidate_pf1_models.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/correct_forma_plast.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/reorganize_imports.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/send_day1_campaign.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/misc/send_ira_intro.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_am_series_catalogue.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_am_v_5060.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_applications_database.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_company_history.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_competitor_leads.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_doshi_group_memories.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_fcs_6070_eur.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_fcs_brochure.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_img_knowledge.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_india_pricing.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_machine_selection_guide.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_machinecraft_sales_knowledge.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_market_research.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_order_book.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
one_off_scripts/store/store_payment_schedule.py,operations,archive,docs/archive/one-off-scripts,high,pending,One-time script or person-specific workflow; keep out of runtime path.
